"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Belgium","BEL","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.0180015563965","56.4220008850098","57.2949981689453","57.9959983825684","58.8499984741211","59.5870018005371","59.5900001525879","59.9360008239746","61.0950012207031","61.4189987182617","62.9039993286133","62.1240005493164","62.875","61.6290016174316","62.5880012512207","62.0019989013672","62.7459983825684","61.8460006713867","63.4490013122559","63.9980010986328","63.9280014038086","65.7900009155273","65.4120025634766","65.7979965209961","65.6800003051758","65.8809967041016","67.370002746582","66.802001953125","67.1080017089844",
"Benin","BEN","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.7590007781982","25.8460006713867","25.9060001373291","25.8740005493164","25.9750003814697","26.0330009460449","26.1580009460449","26.2810001373291","26.4340000152588","26.6420001983643","26.8229999542236","26.9769992828369","27.2259998321533","27.4080009460449","27.5930004119873","27.8369998931885","28.1560001373291","28.4820003509521","28.7189998626709","28.9750003814697","29.4130001068115","29.7889995574951","30.1889991760254","30.5410003662109","30.806999206543","30.9610004425049","31.2800006866455","31.6590003967285","31.9890003204346",
"Burkina Faso","BFA","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.55600023269653","5.65700006484985","5.78700017929077","5.93900012969971","6.49499988555908","7.10900020599365","7.8289999961853","8.56999969482422","9.48799991607666","10.4289999008179","11.3699998855591","12.5050001144409","13.7969999313354","15.2430000305176","16.7159996032715","18.4500007629395","20.2800006866455","21.8910007476807","23.8129997253418","25.6149997711182","27.4740009307861","29.2740001678467","30.9080009460449","32.3320007324219","33.1100006103516","33.6990013122559","34.2220001220703","34.6030006408691","34.9280014038086",
"Bangladesh","BGD","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.8939990997314","22.5960006713867","24.4069995880127","26.2259998321533","28.048999786377","29.8409996032715","29.1790008544922","28.6620006561279","28.2700004577637","27.9710006713867","30.2119998931885","32.5550003051758","35.0169982910156","37.5040016174316","40.0670013427734","42.8269996643066","42.1829986572266","41.4249992370605","40.5639991760254","39.7610015869141","40.476001739502","41.0169982910156","41.4140014648438","42.1349983215332","42.6119995117188","43.1300010681152","45.4980010986328","46.2519989013672","46.7309989929199",
"Bulgaria","BGR","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.7589988708496","33.7449989318848","35.515998840332","37.2840003967285","38.867000579834","40.8279991149902","42.2319984436035","43.8489990234375","45.3050003051758","46.9770011901855","51.6559982299805","50.8489990234375","50.6689987182617","50.3520011901855","50.3930015563965","50.1570014953613","49.3380012512207","48.0919990539551","49.0509986877441","51.0439987182617","53.2890014648438","54.6780014038086","55.476001739502","54.5660018920898","54.6990013122559","54.7849998474121","54.5299987792969","54.5989990234375","54.6629981994629",
"Bahrain","BHR","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.2050018310547","64.3339996337891","64.2900009155273","64.5169982910156","64.6800003051758","64.9530029296875","65.1900024414063","65.443000793457","65.5599975585938","65.4300003051758","65.5189971923828","65.0849990844727","64.4800033569336","63.4169998168945","62.1539993286133","60.5999984741211","59.1879997253418","57.7719993591309","57.5589981079102","56.0460014343262","56.6389999389648","56.7299995422363","56.6370010375977","56.4539985656738","56.5260009765625","56.4580001831055","56.4329986572266","56.7610015869141","57.1040000915527",
"Bahamas, The","BHS","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.4779968261719","67.7289962768555","72.4800033569336","72.0279998779297","70.9869995117188","69.6729965209961","72.411003112793","70.6689987182617","66.6650009155273","66.072998046875","66.1100006103516","66.3339996337891","69.6210021972656","65.9710006713867","64.3359985351563","65.2369995117188","66.5619964599609","68.0110015869141","67.5709991455078","67.7089996337891","68.1149978637695","67.8259963989258","68.8440017700195","69.0810012817383","70.754997253418","71.2519989013672","71.390998840332","71.2360000610352","71.9020004272461",
"Bosnia and Herzegovina","BIH","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2770004272461","33.2960014343262","33.5320014953613","34.3050003051758","35.2309989929199","36.7169990539551","37.5999984741211","38.2089996337891","39.2960014343262","39.867000579834","40.5639991760254","41.2540016174316","41.6479988098145","41.9930000305176","42.5540008544922","42.5629997253418","40.7949981689453","40.2309989929199","41.1080017089844","42.6839981079102","44.7680015563965","42.2680015563965","43.3269996643066","44.7879981994629","43.6459999084473","42.8969993591309","43.0229988098145","43.5330009460449","43.6910018920898",
"Belarus","BLR","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3110008239746","40.492000579834","40.8409996032715","41.3230018615723","41.6380004882813","41.6959991455078","41.7470016479492","42.0870018005371","42.2350006103516","42.4799995422363","42.8320007324219","42.9339981079102","43.0429992675781","42.8629989624023","42.7960014343262","42.7589988708496","42.7589988708496","42.5929985046387","43.1230010986328","43.1720008850098","43.1640014648438","43.5110015869141","44.0289993286133","44.4309997558594","45.1440010070801","43.6769981384277","43.8629989624023","43.0789985656738","43.4889984130859",
"Belize","BLZ","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","45.318000793457","45.2649993896484","45.2389984130859","46.7099990844727","43.1650009155273","42.0719985961914","41.0999984741211","45.8680000305176","44.4729995727539","45.3650016784668","46.326000213623","47.1990013122559","48.548999786377","49.5660018920898","50.6440010070801","50.798999786377","51.0859985351563","51.3740005493164","51.9659996032715","52.5289993286133","52.8940010070801","53.3540000915527","53.8209991455078","54.4539985656738","54.3779983520508","53.7519989013672","55.8819999694824","56.1879997253418","56.3730010986328",
"Bermuda","BMU","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.0120010375977","34.1539993286133","34.3269996643066","34.5219993591309","34.7389984130859","34.9539985656738","35.2610015869141","35.351001739502","35.6430015563965","34.7879981994629","33.8199996948242","32.3190002441406","36.8289985656738","36.7929992675781","35.8129997253418","37.3030014038086","37.9370002746582","41.898998260498","42.0559997558594","42.1339988708496","42.0849990844727","44.2039985656738","43.7270011901855","40.8269996643066","42.1059989929199","41.5740013122559","41.9290008544922","42.140998840332","42.5470008850098",
"Brazil","BRA","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.818000793457","48.6450004577637","48.7490005493164","49.0629997253418","49.1860008239746","50.0449981689453","50.2939987182617","51.0149993896484","51.3549995422363","52.0830001831055","52.7820014953613","51.8019981384277","52.1889991760254","51.2239990234375","51.5900001525879","52.4720001220703","52.5509986877441","52.4259986877441","53.1220016479492","53.9609985351563","54.681999206543","54.2099990844727","54.3720016479492","55.2400016784668","56.2809982299805","57.7540016174316","59.0180015563965","59.8419990539551","60.3019981384277",
"Barbados","BRB","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.9990005493164","66.2880020141602","68.7460021972656","68.822998046875","68.8349990844727","68.5289993286133","67.3359985351563","66.0120010375977","64.3290023803711","65.2200012207031","66.754997253418","68.3509979248047","68.9789962768555","69.8150024414063","69.8359985351563","69.4879989624023","70.0419998168945","69.7850036621094","68.7360000610352","67.6480026245117","67.7789993286133","69.0510025024414","68.2929992675781","67.0879974365234","66.7720031738281","67.1869964599609","66.9940032958984","67.2919998168945","67.6809997558594",
"Brunei Darussalam","BRN","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.322998046875","66.2409973144531","66.5630035400391","66.9029998779297","66.4550018310547","66.7929992675781","67.2969970703125","67.7149963378906","68.7750015258789","69.072998046875","69.4530029296875","69.8779983520508","70.3040008544922","70.7639999389648","71.2669982910156","71.5839996337891","72.1709976196289","72.7109985351563","73.4150009155273","73.8290023803711","74.0550003051758","74.4209976196289","74.9260025024414","75.2639999389648","75.9499969482422","76.4899978637695","76.7350006103516","76.9649963378906","77.0699996948242",
"Bhutan","BTN","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6030006408691","32.7050018310547","32.8559989929199","32.9039993286133","33.2249984741211","33.5149993896484","33.7179985046387","33.9550018310547","34.0870018005371","33.6570014953613","32.7620010375977","32.4300003051758","33.0929985046387","32.7690010070801","33.5629997253418","35.1360015869141","36.2050018310547","37.0940017700195","37.5709991455078","38.5699996948242","36.1559982299805","38.0750007629395","39.0629997253418","37.5830001831055","37.7779998779297","38.3040008544922","38.5880012512207","38.757999420166","39.1300010681152",
"Botswana","BWA","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49.5919990539551","49.6389999389648","49.8499984741211","49.7299995422363","49.8790016174316","50.617000579834","48.556999206543","46.673999786377","49","51.2879981994629","49.298999786377","46.8419990539551","44.4059982299805","44.7900009155273","45.2999992370605","45.5999984741211","45.75","46.0979995727539","46.5359992980957","46.8240013122559","47.060001373291","47.2150001525879","47.3230018615723","47.6809997558594","48.117000579834","48.560001373291","48.9000015258789","49.2700004577637","49.6440010070801",
"Central African Republic","CAF","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.3570003509521","14.3699998855591","14.4020004272461","14.4619998931885","14.4980001449585","14.4930000305176","14.5530004501343","14.6280002593994","14.8140001296997","14.8699998855591","14.9700002670288","15.0970001220703","15.0769996643066","15.2510004043579","15.3870000839233","15.5609998703003","15.7239999771118","15.8520002365112","16.0869998931885","16.2929992675781","16.5020008087158","16.7900009155273","16.9479999542236","17.2719993591309","17.5300006866455","17.7509994506836","17.9799995422363","18.17799949646","18.3479995727539",
"Canada","CAN","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.9780006408691","62.9360008239746","63.5750007629395","63.4650001525879","63.4690017700195","63.685001373291","63.523998260498","63.3460006713867","63.5740013122559","63.4640007019043","64.052001953125","63.8709983825684","64.0989990234375","64.0419998168945","64.1559982299805","64.9029998779297","65.536003112793","65.5080032348633","66.7109985351563","66.8850021362305","67.1330032348633","66.8489990234375","66.7580032348633","67.0650024414063","67.6340026855469","68.0380020141602","68.4570007324219","68.3949966430664","68.5410003662109",
"Central Europe and the Baltics","CEB","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.1529587114091","34.0603089297927","34.784947106502","36.2109056669384","37.2834330044424","37.8530485412119","37.5793223717102","38.0385061225417","38.7570583201631","39.4593935938656","40.2189957217288","41.5145167255526","42.1271925637879","42.7821445380275","43.0947414354323","43.613646700216","43.4878775620399","43.2611988383008","44.5186455066351","45.0050282534779","45.2941509419866","45.5702609655732","46.0032967576609","46.2969650441905","46.716956228487","46.7301283668702","46.7621954210832","47.2229110316525","47.3834003520811",
"Switzerland","CHE","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","56.798999786377","57.6730003356934","58.3769989013672","58.7960014343262","56.851001739502","59.556999206543","60.3310012817383","59.9339981079102","60.0740013122559","59.5530014038086","60.7330017089844","61.8619995117188","63.2980003356934","63.898998260498","63.2290000915527","63.0979995727539","62.7029991149902","63.0190010070801","64.2050018310547","63.576000213623","63.6619987487793","64.7730026245117","64.495002746582","65.1240005493164","66.0800018310547","66.2910003662109","66.9649963378906","66.8840026855469","67.2020034790039",
"Channel Islands","CHI","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","48.5190010070801","48.7360000610352","48.8740005493164","48.8769989013672","49.1209983825684","49.4500007629395","49.6300010681152","49.8759994506836","50.1339988708496","50.3979988098145","51.1380004882813","51.765998840332","52.5340003967285","53.2070007324219","53.7509994506836","54.0219993591309","54.4109992980957","55.185001373291","56.3849983215332","56.9519996643066","57.7109985351563","58.2379989624023","58.7249984741211","59.1430015563965","59.5859985351563","60.109001159668","60.6790008544922","61.3129997253418","61.8730010986328",
"Chile","CHL","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.4150009155273","44.6230010986328","45.9370002746582","47.2070007324219","47.4959983825684","47.451000213623","46.8559989929199","49.0730018615723","51.6020011901855","51.3489990234375","52.25","52.0699996948242","52.2459983825684","52.515998840332","53.4259986877441","53.1119995117188","53.1619987487793","53.6419982910156","54.3880004882813","54.7540016174316","54.3779983520508","54.076000213623","54.3219985961914","54.7779998779297","55.5740013122559","55.9199981689453","56.7239990234375","56.8219985961914","57.1580009460449",
"China","CHN","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.7870006561279","18.6469993591309","19.9820003509521","21.6580009460449","23.3229999542236","24.4200000762939","24.7660007476807","24.9890003204346","25.132999420166","25.6749992370605","25.80299949646","26.6140003204346","27.2290000915527","28.3169994354248","28.9860000610352","29.6399993896484","29.7049999237061","30.3719997406006","31.0849990844727","31.4710006713867","32.3899993896484","32.6230010986328","34.7669982910156","36.6450004577637","38.1110000610352","39.2589988708496","40.5859985351563","41.3269996643066","42.0139999389648",
"Cote d'Ivoire","CIV","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.8959999084473","33.951000213623","34.0110015869141","34.0919990539551","34.351001739502","34.6619987487793","34.9179992675781","35.2140007019043","35.4280014038086","35.5320014953613","35.7540016174316","35.8950004577637","36.068000793457","36.3460006713867","36.6319999694824","36.9150009155273","37.193000793457","37.5299987792969","37.8619995117188","38.0629997253418","37.8769989013672","38.5589981079102","39.3440017700195","38.9059982299805","38.4669990539551","37.9860000610352","37.5610008239746","38.1500015258789","38.5699996948242",
"Cameroon","CMR","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.2469997406006","23.2509994506836","23.1539993286133","23.2870006561279","23.4570007324219","23.67799949646","23.9680004119873","24.2679996490479","24.6259994506836","25.0139999389648","25.4230003356934","26.4440002441406","27.5930004119873","28.9589996337891","30.2299995422363","31.6499996185303","33.189998626709","34.1650009155273","35.056999206543","36.0320014953613","37.0779991149902","38.1430015563965","39.226001739502","40.2470016479492","40.7039985656738","41.1349983215332","41.5519981384277","41.9630012512207","42.314998626709",
"Congo, Dem. Rep.","COD","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8309993743896","21.7649993896484","21.693000793457","21.6599998474121","21.701000213623","21.7290000915527","21.6959991455078","21.7749996185303","21.9440002441406","22.1830005645752","22.0919990539551","22.386999130249","22.5970001220703","22.8099994659424","23.0690002441406","23.246000289917","23.3929996490479","23.507999420166","23.5849990844727","23.8360004425049","24.0380001068115","24.2560005187988","24.5219993591309","24.8010005950928","25.0370006561279","25.1720008850098","25.3409996032715","25.5699996948242","25.7320003509521",
"Congo, Rep.","COG","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.4669990539551","34.5940017700195","34.6959991455078","34.7879981994629","34.9650001525879","35.2169990539551","35.4160003662109","35.6139984130859","35.8479995727539","36.3120002746582","36.5540008544922","36.8880004882813","37.125","37.5190010070801","38.015998840332","38.4519996643066","38.5800018310547","38.935001373291","39.1279983520508","39.757999420166","40.1469993591309","40.4360008239746","40.6959991455078","41.2700004577637","41.4690017700195","41.8199996948242","42.0900001525879","42.4309997558594","42.7980003356934",
"Colombia","COL","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1629981994629","47.2859992980957","47.3580017089844","47.6710014343262","47.6580009460449","47.8610000610352","48.0330009460449","48.1339988708496","48.0779991149902","48.4720001220703","48.507999420166","48.6389999389648","48.7919998168945","49.2709999084473","49.6430015563965","50.1189994812012","50.5279998779297","50.7029991149902","50.6450004577637","50.939998626709","50.8409996032715","51.5890007019043","53.3489990234375","53.382999420166","53.5629997253418","53.8170013427734","53.7630004882813","53.2760009765625","53.3450012207031",
"Comoros","COM","Employment in services, male (% of male employment) (modeled ILO estimate)","SL.SRV.EMPL.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9839992523193","31.0809993743896","31.1940002441406","31.2600002288818","31.3889999389648","31.5219993591309","31.7070007324219","31.8929996490479","32.101001739502","32.3930015563965","32.6949996948242","32.9790000915527","33.2480010986328","33.5270004272461","33.8209991455078","34.0940017700195","34.4659996032715","34.7919998168945","35.0289993286133","35.3339996337891","35.6529998779297","35.9809989929199","36.2639999389648","36.5940017700195","36.8930015563965","37.2109985351563","37.5250015258789","37.8489990234375","38.1059989929199",
